hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date_month_num,arrival_date,total_nights,total_guests,lead_time_bucket,estimated_revenue,revenue_at_risk,cancellation_status,has_deposit
Resort Hotel,0,0,2016,February,9,25,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient,65.0,0,0,Check-Out,2016-02-26,2,2016-02-25,1,2.0,0-7 days,65.0,0.0,Not Canceled,No
Resort Hotel,0,30,2016,February,8,20,2,5,2,0.0,1,BB,GBR,Direct,Direct,0,0,0,A,E,1,No Deposit,0.0,0.0,0,Transient,48.0,0,1,Check-Out,2016-02-27,2,2016-02-20,7,3.0,8-30 days,336.0,0.0,Not Canceled,No
Resort Hotel,0,93,2016,February,9,26,2,7,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,314.0,0.0,0,Transient,22.5,0,0,Check-Out,2016-03-06,2,2016-02-26,9,1.0,90+ days,202.5,0.0,Not Canceled,No
Resort Hotel,0,0,2016,February,9,24,0,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,250.0,0.0,0,Transient,98.67,1,2,Check-Out,2016-02-27,2,2016-02-24,3,2.0,0-7 days,296.01,0.0,Not Canceled,No
Resort Hotel,0,0,2016,February,9,26,0,1,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,E,A,0,No Deposit,0.0,0.0,0,Transient,50.0,0,0,Check-Out,2016-02-27,2,2016-02-26,1,2.0,0-7 days,50.0,0.0,Not Canceled,No
Resort Hotel,0,47,2016,February,8,20,2,5,2,0.0,0,FB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,95.0,0.0,0,Transient,91.0,0,0,Check-Out,2016-02-27,2,2016-02-20,7,2.0,31-90 days,637.0,0.0,Not Canceled,No
Resort Hotel,0,1,2016,February,9,24,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,29.0,0,0,Check-Out,2016-02-27,2,2016-02-24,3,2.0,0-7 days,87.0,0.0,Not Canceled,No
Resort Hotel,0,2,2016,February,9,25,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,0.0,0.0,0,Transient,46.0,1,1,Check-Out,2016-02-27,2,2016-02-25,2,1.0,0-7 days,92.0,0.0,Not Canceled,No
Resort Hotel,0,1,2016,April,18,26,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,0.0,0.0,0,Transient,56.0,1,1,Check-Out,2016-04-27,4,2016-04-26,1,1.0,0-7 days,56.0,0.0,Not Canceled,No
Resort Hotel,0,4,2016,February,9,26,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,29.0,0,1,Check-Out,2016-02-27,2,2016-02-26,1,2.0,0-7 days,29.0,0.0,Not Canceled,No
Resort Hotel,0,12,2016,February,9,21,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,64.0,1,1,Check-Out,2016-02-27,2,2016-02-21,6,2.0,8-30 days,384.0,0.0,Not Canceled,No
Resort Hotel,0,22,2016,February,8,20,2,5,1,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,43.43,0,0,Check-Out,2016-02-27,2,2016-02-20,7,1.0,8-30 days,304.01,0.0,Not Canceled,No
Resort Hotel,0,11,2016,February,9,26,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,0.0,0,Transient,60.0,0,0,Check-Out,2016-02-27,2,2016-02-26,1,2.0,8-30 days,60.0,0.0,Not Canceled,No
Resort Hotel,0,40,2016,February,8,20,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,0.0,0,Transient,40.79,0,0,Check-Out,2016-02-27,2,2016-02-20,7,2.0,31-90 days,285.53,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,26,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330.0,0.0,0,Transient-Party,40.0,0,0,Check-Out,2016-02-27,2,2016-02-26,1,1.0,0-7 days,40.0,0.0,Not Canceled,No
Resort Hotel,0,0,2016,February,9,26,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Check-Out,2016-02-27,2,2016-02-26,1,2.0,0-7 days,48.0,0.0,Not Canceled,No
Resort Hotel,0,2,2016,February,9,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Check-Out,2016-02-27,2,2016-02-26,1,2.0,0-7 days,48.0,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,26,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,330.0,0.0,0,Transient-Party,45.0,0,0,Check-Out,2016-02-27,2,2016-02-26,1,2.0,0-7 days,45.0,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,26,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,330.0,0.0,0,Transient-Party,40.0,0,0,Check-Out,2016-02-27,2,2016-02-26,1,1.0,0-7 days,40.0,0.0,Not Canceled,No
Resort Hotel,0,4,2016,February,9,24,0,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,0.0,0,Transient,28.1,0,0,Check-Out,2016-02-28,2,2016-02-24,4,2.0,0-7 days,112.4,0.0,Not Canceled,No
Resort Hotel,0,45,2016,February,8,18,2,8,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,2.0,0.0,0,Contract,58.0,0,0,Check-Out,2016-02-28,2,2016-02-18,10,1.0,31-90 days,580.0,0.0,Not Canceled,No
Resort Hotel,0,10,2016,February,9,25,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242.0,0.0,0,Transient-Party,48.0,0,1,Check-Out,2016-02-29,2,2016-02-25,4,2.0,8-30 days,192.0,0.0,Not Canceled,No
Resort Hotel,0,73,2016,February,7,7,6,15,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,2.0,0.0,0,Contract,65.0,0,0,Check-Out,2016-02-28,2,2016-02-07,21,2.0,31-90 days,1365.0,0.0,Not Canceled,No
Resort Hotel,0,10,2016,February,9,25,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0.0,0,Transient-Party,58.0,0,1,Check-Out,2016-02-28,2,2016-02-25,3,2.0,8-30 days,174.0,0.0,Not Canceled,No
Resort Hotel,0,0,2016,February,9,27,0,1,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,146.0,1,0,Check-Out,2016-02-28,2,2016-02-27,1,3.0,0-7 days,146.0,0.0,Not Canceled,No
Resort Hotel,0,41,2016,February,9,25,0,3,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,95.0,0.0,0,Transient,38.0,0,0,Check-Out,2016-02-28,2,2016-02-25,3,1.0,31-90 days,114.0,0.0,Not Canceled,No
Resort Hotel,0,0,2016,February,9,27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,45.0,0,0,Check-Out,2016-02-28,2,2016-02-27,1,2.0,0-7 days,45.0,0.0,Not Canceled,No
Resort Hotel,0,18,2016,February,9,27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240.0,0.0,0,Transient,60.0,0,0,Check-Out,2016-02-28,2,2016-02-27,1,2.0,8-30 days,60.0,0.0,Not Canceled,No
Resort Hotel,0,1,2016,February,9,26,0,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0.0,0,Transient,30.0,0,0,Check-Out,2016-02-28,2,2016-02-26,2,2.0,0-7 days,60.0,0.0,Not Canceled,No
Resort Hotel,0,4,2016,February,9,26,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Check-Out,2016-02-28,2,2016-02-26,2,2.0,0-7 days,96.0,0.0,Not Canceled,No
Resort Hotel,0,2,2016,February,9,27,0,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,G,0,No Deposit,0.0,0.0,0,Transient,65.0,0,1,Check-Out,2016-02-28,2,2016-02-27,1,4.0,0-7 days,65.0,0.0,Not Canceled,No
Resort Hotel,0,1,2016,February,9,27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0.0,0.0,0,Transient,50.0,0,1,Check-Out,2016-02-28,2,2016-02-27,1,2.0,0-7 days,50.0,0.0,Not Canceled,No
Resort Hotel,0,30,2016,February,9,26,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,48.0,0,2,Check-Out,2016-02-28,2,2016-02-26,2,2.0,8-30 days,96.0,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,27,0,1,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,108.0,0,1,Check-Out,2016-02-28,2,2016-02-27,1,4.0,0-7 days,108.0,0.0,Not Canceled,No
Resort Hotel,0,7,2016,February,9,26,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,101.0,1,0,Check-Out,2016-02-28,2,2016-02-26,2,2.0,0-7 days,202.0,0.0,Not Canceled,No
Resort Hotel,0,9,2016,February,9,27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,68.0,0,1,Check-Out,2016-02-28,2,2016-02-27,1,2.0,8-30 days,68.0,0.0,Not Canceled,No
Resort Hotel,0,48,2016,February,9,23,0,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0.0,0,Transient,30.0,0,0,Check-Out,2016-02-28,2,2016-02-23,5,2.0,31-90 days,150.0,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,27,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,95.0,0,2,Check-Out,2016-02-28,2,2016-02-27,1,2.0,0-7 days,95.0,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,27,0,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,95.0,0,2,Check-Out,2016-02-28,2,2016-02-27,1,2.0,0-7 days,95.0,0.0,Not Canceled,No
Resort Hotel,0,10,2016,February,9,27,0,1,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,141.0,0,0,Check-Out,2016-02-28,2,2016-02-27,1,4.0,8-30 days,141.0,0.0,Not Canceled,No
Resort Hotel,0,0,2016,March,10,4,0,1,2,0.0,0,BB,FIN,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,240.0,0.0,0,Transient,58.0,0,0,Check-Out,2016-03-05,3,2016-03-04,1,2.0,0-7 days,58.0,0.0,Not Canceled,No
Resort Hotel,0,41,2016,February,9,24,0,4,2,2.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196.0,0.0,0,Transient,46.5,0,0,Check-Out,2016-02-28,2,2016-02-24,4,4.0,31-90 days,186.0,0.0,Not Canceled,No
Resort Hotel,0,23,2016,February,9,26,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,58.0,0,1,Check-Out,2016-02-28,2,2016-02-26,2,2.0,8-30 days,116.0,0.0,Not Canceled,No
Resort Hotel,0,10,2016,February,9,25,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient-Party,48.0,1,1,Check-Out,2016-02-28,2,2016-02-25,3,2.0,8-30 days,144.0,0.0,Not Canceled,No
Resort Hotel,0,10,2016,February,9,25,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient-Party,48.0,0,1,Check-Out,2016-02-28,2,2016-02-25,3,2.0,8-30 days,144.0,0.0,Not Canceled,No
Resort Hotel,0,19,2016,February,9,27,0,1,2,0.0,0,BB,PRT,Complementary,TA/TO,0,0,0,A,F,0,No Deposit,5.0,0.0,0,Transient,0.0,0,0,Check-Out,2016-02-28,2,2016-02-27,1,2.0,8-30 days,0.0,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,26,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,0.0,0,Transient,90.0,0,1,Check-Out,2016-02-28,2,2016-02-26,2,2.0,0-7 days,180.0,0.0,Not Canceled,No
Resort Hotel,0,6,2016,February,9,26,0,2,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient-Party,85.0,0,2,Check-Out,2016-02-28,2,2016-02-26,2,3.0,0-7 days,170.0,0.0,Not Canceled,No
Resort Hotel,0,6,2016,February,9,26,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient-Party,55.0,0,1,Check-Out,2016-02-28,2,2016-02-26,2,2.0,0-7 days,110.0,0.0,Not Canceled,No
Resort Hotel,0,23,2016,February,9,27,0,1,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,127.0,0.0,0,Transient,38.13,0,1,Check-Out,2016-02-28,2,2016-02-27,1,3.0,8-30 days,38.13,0.0,Not Canceled,No
Resort Hotel,0,4,2016,February,9,21,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0.0,0,Transient,27.56,0,1,Check-Out,2016-02-28,2,2016-02-21,7,2.0,0-7 days,192.92,0.0,Not Canceled,No
Resort Hotel,0,33,2016,February,9,27,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0.0,0,Transient,66.0,1,2,Check-Out,2016-02-28,2,2016-02-27,1,1.0,31-90 days,66.0,0.0,Not Canceled,No
Resort Hotel,0,43,2016,February,9,24,1,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0.0,0,Transient,50.8,1,1,Check-Out,2016-02-29,2,2016-02-24,5,2.0,31-90 days,254.0,0.0,Not Canceled,No
Resort Hotel,0,10,2016,February,9,25,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0.0,0,Transient-Party,58.0,0,1,Check-Out,2016-02-29,2,2016-02-25,4,2.0,8-30 days,232.0,0.0,Not Canceled,No
Resort Hotel,0,28,2016,February,9,22,2,5,2,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,96.0,0,1,Check-Out,2016-02-29,2,2016-02-22,7,2.0,8-30 days,672.0,0.0,Not Canceled,No
Resort Hotel,0,38,2016,February,9,21,3,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,58.8,1,1,Check-Out,2016-02-29,2,2016-02-21,8,2.0,31-90 days,470.4,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,27,1,1,1,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,2,No Deposit,38.0,0.0,0,Transient-Party,44.0,0,0,Check-Out,2016-02-29,2,2016-02-27,2,1.0,0-7 days,88.0,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,27,1,1,1,0.0,0,FB,ESP,Complementary,TA/TO,0,0,0,A,A,2,No Deposit,38.0,0.0,0,Transient-Party,0.0,0,0,Check-Out,2016-02-29,2,2016-02-27,2,1.0,0-7 days,0.0,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,27,1,1,2,2.0,0,FB,ESP,Complementary,TA/TO,0,0,0,C,C,1,No Deposit,38.0,0.0,0,Transient-Party,54.0,0,0,Check-Out,2016-02-29,2,2016-02-27,2,4.0,0-7 days,108.0,0.0,Not Canceled,No
Resort Hotel,0,1,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,0.0,0,Transient-Party,64.0,0,0,Check-Out,2016-02-29,2,2016-02-27,2,2.0,0-7 days,128.0,0.0,Not Canceled,No
Resort Hotel,0,5,2016,February,7,8,6,15,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,363.0,0.0,0,Transient,75.81,1,0,Check-Out,2016-02-29,2,2016-02-08,21,2.0,0-7 days,1592.01,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,10,28,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,171.0,0.0,0,Transient,4.0,0,0,Check-Out,2016-02-29,2,2016-02-28,1,1.0,0-7 days,4.0,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,10,28,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,171.0,0.0,0,Transient,26.0,0,0,Check-Out,2016-02-29,2,2016-02-28,1,1.0,0-7 days,26.0,0.0,Not Canceled,No
Resort Hotel,0,11,2016,February,9,26,1,2,3,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,108.15,0,1,Check-Out,2016-02-29,2,2016-02-26,3,3.0,8-30 days,324.45000000000005,0.0,Not Canceled,No
Resort Hotel,0,11,2016,February,9,26,1,2,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,75.0,0,0,Check-Out,2016-02-29,2,2016-02-26,3,2.0,8-30 days,225.0,0.0,Not Canceled,No
Resort Hotel,0,5,2016,February,9,27,1,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0.0,0,Transient,96.0,1,0,Check-Out,2016-02-29,2,2016-02-27,2,4.0,0-7 days,192.0,0.0,Not Canceled,No
Resort Hotel,0,6,2016,February,9,21,3,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,0.0,0,Transient,48.75,1,0,Check-Out,2016-02-29,2,2016-02-21,8,2.0,0-7 days,390.0,0.0,Not Canceled,No
Resort Hotel,0,18,2016,February,9,27,1,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,80.0,0,0,Check-Out,2016-02-29,2,2016-02-27,2,2.0,8-30 days,160.0,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,27,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0.0,0,Transient,30.0,0,1,Check-Out,2016-02-29,2,2016-02-27,2,2.0,0-7 days,60.0,0.0,Not Canceled,No
Resort Hotel,0,3,2016,February,9,27,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,0.0,0,Transient,37.0,0,1,Check-Out,2016-02-29,2,2016-02-27,2,2.0,0-7 days,74.0,0.0,Not Canceled,No
Resort Hotel,0,40,2016,February,9,27,1,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0.0,0,Transient,32.0,0,0,Check-Out,2016-02-29,2,2016-02-27,2,2.0,31-90 days,64.0,0.0,Not Canceled,No
Resort Hotel,0,30,2016,February,9,26,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Check-Out,2016-02-29,2,2016-02-26,3,2.0,8-30 days,144.0,0.0,Not Canceled,No
Resort Hotel,0,34,2016,February,9,22,2,5,1,0.0,0,FB,JAM,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,49.71,0,0,Check-Out,2016-02-29,2,2016-02-22,7,1.0,31-90 days,347.97,0.0,Not Canceled,No
Resort Hotel,0,0,2016,February,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,348.0,0.0,0,Transient,46.4,0,0,Check-Out,2016-02-29,2,2016-02-27,2,2.0,0-7 days,92.8,0.0,Not Canceled,No
Resort Hotel,0,5,2016,February,9,27,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0.0,0,Transient,55.0,0,0,Check-Out,2016-02-29,2,2016-02-27,2,2.0,0-7 days,110.0,0.0,Not Canceled,No
Resort Hotel,0,1,2016,February,10,28,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,73.0,0,0,Check-Out,2016-02-29,2,2016-02-28,1,2.0,0-7 days,73.0,0.0,Not Canceled,No
Resort Hotel,0,11,2016,February,9,26,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,60.0,0,2,Check-Out,2016-02-29,2,2016-02-26,3,2.0,8-30 days,180.0,0.0,Not Canceled,No
Resort Hotel,0,5,2016,February,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240.0,0.0,0,Transient,53.0,0,1,Check-Out,2016-02-29,2,2016-02-27,2,2.0,0-7 days,106.0,0.0,Not Canceled,No
Resort Hotel,0,2,2016,February,9,26,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,109.33,1,1,Check-Out,2016-02-29,2,2016-02-26,3,2.0,0-7 days,327.99,0.0,Not Canceled,No
Resort Hotel,0,4,2016,February,9,27,1,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,E,0,No Deposit,0.0,0.0,0,Transient,0.0,0,0,Check-Out,2016-02-29,2,2016-02-27,2,2.0,0-7 days,0.0,0.0,Not Canceled,No
Resort Hotel,0,14,2016,February,9,26,1,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0.0,0,Transient,55.0,0,2,Check-Out,2016-02-29,2,2016-02-26,3,2.0,8-30 days,165.0,0.0,Not Canceled,No
Resort Hotel,0,4,2016,February,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,63.0,0,1,Check-Out,2016-02-29,2,2016-02-27,2,2.0,0-7 days,126.0,0.0,Not Canceled,No
Resort Hotel,0,18,2016,February,9,27,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,0.0,0,Transient,60.0,0,0,Check-Out,2016-02-29,2,2016-02-27,2,2.0,8-30 days,120.0,0.0,Not Canceled,No
Resort Hotel,0,2,2016,February,9,27,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,0.0,0.0,0,Transient,60.0,0,0,Check-Out,2016-02-29,2,2016-02-27,2,2.0,0-7 days,120.0,0.0,Not Canceled,No
Resort Hotel,0,45,2016,February,10,28,1,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0.0,0,Transient,56.0,0,1,Check-Out,2016-02-29,2,2016-02-28,1,2.0,31-90 days,56.0,0.0,Not Canceled,No
Resort Hotel,0,24,2016,February,9,26,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Check-Out,2016-02-29,2,2016-02-26,3,2.0,8-30 days,144.0,0.0,Not Canceled,No
Resort Hotel,0,1,2016,February,9,26,1,2,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,25.0,0,0,Check-Out,2016-02-29,2,2016-02-26,3,1.0,0-7 days,75.0,0.0,Not Canceled,No
Resort Hotel,0,1,2016,February,9,26,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,29.0,0,0,Check-Out,2016-02-29,2,2016-02-26,3,2.0,0-7 days,87.0,0.0,Not Canceled,No
Resort Hotel,0,16,2016,February,9,27,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Check-Out,2016-02-29,2,2016-02-27,2,2.0,8-30 days,96.0,0.0,Not Canceled,No
Resort Hotel,0,12,2016,February,9,27,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,48.0,0,1,Check-Out,2016-02-29,2,2016-02-27,2,2.0,8-30 days,96.0,0.0,Not Canceled,No
Resort Hotel,0,17,2016,February,9,26,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient-Party,60.0,0,0,Check-Out,2016-02-29,2,2016-02-26,3,2.0,8-30 days,180.0,0.0,Not Canceled,No
Resort Hotel,0,30,2016,February,9,26,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient-Party,48.0,0,3,Check-Out,2016-02-29,2,2016-02-26,3,2.0,8-30 days,144.0,0.0,Not Canceled,No
Resort Hotel,0,4,2016,February,9,26,1,2,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0.0,0,Transient,75.0,0,1,Check-Out,2016-02-29,2,2016-02-26,3,2.0,0-7 days,225.0,0.0,Not Canceled,No
Resort Hotel,0,15,2016,February,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,54.0,1,1,Check-Out,2016-02-29,2,2016-02-27,2,2.0,8-30 days,108.0,0.0,Not Canceled,No
Resort Hotel,0,53,2016,February,9,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,0.0,0,Transient,30.0,0,0,Check-Out,2016-02-29,2,2016-02-26,3,2.0,31-90 days,90.0,0.0,Not Canceled,No
